"id","poskod","lokasi","bandar","negeri"
"2838","07000","Kampung Kubang Badak","Langkawi","KDH"
"2839","07000","Kampung Kumpulan","Langkawi","KDH"
"2840","07000","Kampung Lawer","Langkawi","KDH"
"2841","07000","Kampung Linchai","Langkawi","KDH"
"2842","07000","Kampung Lubok Buaya","Langkawi","KDH"
"2843","07000","Kampung Lubok Cempedak","Langkawi","KDH"
"2844","07000","Kampung Lubok Etok","Langkawi","KDH"
"2845","07000","Kampung Lubok Setol","Langkawi","KDH"
"2846","07000","Kampung Lubuk Cempedak","Langkawi","KDH"
"2847","07000","Kampung Lubuk Etok","Langkawi","KDH"
"2848","07000","Kampung Mata Ayer","Langkawi","KDH"
"2849","07000","Kampung Mawat","Langkawi","KDH"
"2850","07000","Kampung Nyior Chabang","Langkawi","KDH"
"2851","07000","Kampung Padang Gaung","Langkawi","KDH"
"2852","07000","Kampung Padang Kandang","Langkawi","KDH"
"2853","07000","Kampung Padang Lunas","Langkawi","KDH"
"2854","07000","Kampung Padang Putih","Langkawi","KDH"
"2855","07000","Kampung Padang Saga","Langkawi","KDH"
"2856","07000","Kampung Padang Wahid","Langkawi","KDH"
"2857","07000","Kampung Pasir Hitam","Langkawi","KDH"
"2858","07000","Kampung Pasir Ok","Langkawi","KDH"
"2859","07000","Kampung Paya Jin","Langkawi","KDH"
"2860","07000","Kampung Paya Kuala Triang","Langkawi","KDH"
"2861","07000","Kampung Paya Mempelam","Langkawi","KDH"
"2862","07000","Kampung Paya Mengkuang","Langkawi","KDH"
"2863","07000","Kampung Paya Padang Mat Sirat","Langkawi","KDH"
"2864","07000","Kampung Penarik","Langkawi","KDH"
"2865","07000","Kampung Perana","Langkawi","KDH"
"2866","07000","Kampung Pokok Asam","Langkawi","KDH"
"2867","07000","Kampung Raja","Langkawi","KDH"
"2868","07000","Kampung Ranggut","Langkawi","KDH"
"2869","07000","Kampung Seberang KedaWang","Langkawi","KDH"
"2870","07000","Kampung Seberang Kelibang","Langkawi","KDH"
"2871","07000","Kampung Seberang Ulu Melaka","Langkawi","KDH"
"2872","07000","Kampung Selat Bagan Asam","Langkawi","KDH"
"2873","07000","Kampung Selat Bagan Nyior","Langkawi","KDH"
"2874","07000","Kampung Simpang Empat","Langkawi","KDH"
"2875","07000","Kampung Sungai Itau","Langkawi","KDH"
"2876","07000","Kampung Sungai Kedak","Langkawi","KDH"
"2877","07000","Kampung Sungai Mati Akar","Langkawi","KDH"
"2878","07000","Kampung Sungai Menghulu","Langkawi","KDH"
"2879","07000","Kampung Sungai Nahar","Langkawi","KDH"
"2880","07000","Kampung Tanjong Kedawang","Langkawi","KDH"
"2881","07000","Kampung Tanjong Mali","Langkawi","KDH"
"2882","07000","Kampung Tanjong Rhu","Langkawi","KDH"
"2883","07000","Kampung Tanjung Pandan","Langkawi","KDH"
"2884","07000","Kampung Telok Apau","Langkawi","KDH"
"2885","07000","Kampung Telok Berembang","Langkawi","KDH"
"2886","07000","Kampung Telok Kedak","Langkawi","KDH"
"2887","07000","Kampung Telok Kisap","Langkawi","KDH"
"2888","07000","Kampung Telok Kumbar","Langkawi","KDH"
"2889","07000","Kampung Telok Ulu Melaka","Langkawi","KDH"
"2890","07000","Kampung Telok Yu","Langkawi","KDH"
"2891","07000","Kampung Teluk Berembang","Langkawi","KDH"
"2892","07000","Kampung Teluk Bujur","Langkawi","KDH"
"2893","07000","Kampung Tengah","Langkawi","KDH"
"2894","07000","Kampung Tepa","Langkawi","KDH"
"2895","07000","Kampung Tepi Laut","Langkawi","KDH"
"2896","07000","Kampung Titi Chanwang","Langkawi","KDH"
"2897","07000","Kampung Titi Tinggi","Langkawi","KDH"
"2898","07000","Kampung Wang Tok Rendong","Langkawi","KDH"
"2899","07000","Kampung Yooi","Langkawi","KDH"
"2900","07000","Kedawang","Langkawi","KDH"
"2901","07000","Kelab Desa Langkawi","Langkawi","KDH"
"2902","07000","Kompleks LADA","Langkawi","KDH"
"2903","07000","Kompleks Perumahan Guuru","Langkawi","KDH"
"2904","07000","Kompleks Perumahan Sri Negeri","Langkawi","KDH"
"2905","07000","Kondi Sri Idaman","Langkawi","KDH"
"2906","07000","Kuah","Langkawi","KDH"
"2907","07000","Kuala Teriang","Langkawi","KDH"
"2908","07000","Langkawi","Langkawi","KDH"
"2909","07000","Oriental Village","Langkawi","KDH"
"2910","07000","Padang Matsirat","Langkawi","KDH"
"2911","07000","Perumahan Kedah Cement","Langkawi","KDH"
"2912","07000","Port Langkasuka","Langkawi","KDH"
"2913","07000","Pulau Tuba","Langkawi","KDH"
"2914","07000","Sungai Limau Dalam","Langkawi","KDH"
"2915","07000","Sungai Raya Estate","Langkawi","KDH"
"2916","07000","Suria Century Resort","Langkawi","KDH"
"2917","07000","Taman Ara Jaya","Langkawi","KDH"
"2918","07000","Taman Bukit Indah (Fasa H & Fasa E)","Langkawi","KDH"
"2919","07000","Taman Dahlia ","Langkawi","KDH"
"2920","07000","Taman Dayang Berjaya","Langkawi","KDH"
"2921","07000","Taman Dayang","Langkawi","KDH"
"2922","07000","Taman Delima","Langkawi","KDH"
"2923","07000","Taman Desa Permata","Langkawi","KDH"
"2924","07000","Taman Indah","Langkawi","KDH"
"2925","07000","Taman Intan","Langkawi","KDH"
"2926","07000","Taman Kemboja","Langkawi","KDH"
"2927","07000","Taman Kenari","Langkawi","KDH"
"2928","07000","Taman Langkawi","Langkawi","KDH"
"2929","07000","Taman Medan Jaya","Langkawi","KDH"
"2930","07000","Taman Nilam","Langkawi","KDH"
"2931","07000","Taman Perdana Quay","Langkawi","KDH"
"2932","07000","Taman Rimba Hijau","Langkawi","KDH"
"2933","07000","Taman Selaseh","Langkawi","KDH"
"2934","07000","Taman Seri Ayu","Langkawi","KDH"
"2935","07000","Taman Seri Berlian","Langkawi","KDH"
"2936","07000","Taman Seri Langkawi","Langkawi","KDH"
"2937","07000","Taman Seri Negeri","Langkawi","KDH"
"2938","07000","Taman Seri Pelangi","Langkawi","KDH"
"2939","07000","Taman Seroja","Langkawi","KDH"
"2940","07000","Taman Sri Aman","Langkawi","KDH"
"2941","07000","Taman Sri Dayang","Langkawi","KDH"
"2942","07000","Taman Sri Taman","Langkawi","KDH"
"2943","07000","Taman Unity","Langkawi","KDH"
"2944","07000","Taman Vokesional","Langkawi","KDH"
"2945","07000","Taman Wawasan Baru","Langkawi","KDH"
"2946","07000","Tanjung Gerak","Langkawi","KDH"
"2947","07000","Telaga Tujuh","Langkawi","KDH"
"2948","07000","Temoyong","Langkawi","KDH"
"2949","07000","Tok Puyuh","Langkawi","KDH"
"2950","07000","Ulu Melaka","Langkawi","KDH"
"2951","07007","Langkawi - Peti surat","Langkawi","KDH"
"2952","07009","Langkawi - Beg berkunci","Langkawi","KDH"
"2953","08000","Ambangan Height","Sungai Petani","KDH"
"2954","08000","Bakar Arang","Sungai Petani","KDH"
"2955","08000","Bandar Aman Jaya Utara","Sungai Petani","KDH"
"2956","08000","Bandar Aman Jaya","Sungai Petani","KDH"
"2957","08000","Bandar Astana A","Sungai Petani","KDH"
"2958","08000","Bandar Astana C","Sungai Petani","KDH"
"2959","08000","Bandar Laguna Merbok","Sungai Petani","KDH"
"2960","08000","Bandar Perdana 9/1","Sungai Petani","KDH"
"2961","08000","Bandar Perdana","Sungai Petani","KDH"
"2962","08000","Bandar Puteri Jaya","Sungai Petani","KDH"
"2963","08000","Batu 9 Lubuk Kawah","Sungai Petani","KDH"
"2964","08000","Dataran Semangat","Sungai Petani","KDH"
"2965","08000","EstateSungai Tukang","Sungai Petani","KDH"
"2966","08000","Flat Paya Nahu","Sungai Petani","KDH"
"2967","08000","Jalan Badlishah","Sungai Petani","KDH"
"2968","08000","Jalan Bakar Kapor","Sungai Petani","KDH"
"2969","08000","Jalan Bakar Sampah","Sungai Petani","KDH"
"2970","08000","Jalan Bank","Sungai Petani","KDH"
"2971","08000","Jalan Belakang Masjid Bakar Arang","Sungai Petani","KDH"
"2972","08000","Jalan Boria (1 - 2)","Sungai Petani","KDH"
"2973","08000","Jalan Bukit Lembu","Sungai Petani","KDH"
"2974","08000","Jalan Bunga Rampai","Sungai Petani","KDH"
"2975","08000","Jalan Dato Syed Osman Idid","Sungai Petani","KDH"
"2976","08000","Jalan Dewa","Sungai Petani","KDH"
"2977","08000","Jalan Gemelan Kuda Kepang","Sungai Petani","KDH"
"2978","08000","Jalan Hospital","Sungai Petani","KDH"
"2979","08000","Jalan Ibrahim","Sungai Petani","KDH"
"2980","08000","Jalan Inang","Sungai Petani","KDH"
"2981","08000","Jalan Kampung Baru (BAkar Arang)","Sungai Petani","KDH"
"2982","08000","Jalan Kampung Baru","Sungai Petani","KDH"
"2983","08000","Jalan Kampung Tengah","Sungai Petani","KDH"
"2984","08000","Jalan Kapal Terbang","Sungai Petani","KDH"
"2985","08000","Jalan Kelab Cinta Sayang","Sungai Petani","KDH"
"2986","08000","Jalan Kilang Papan Pekan Lama","Sungai Petani","KDH"
"2987","08000","Jalan Kolam Air","Sungai Petani","KDH"
"2988","08000","Jalan Kuala Ketil (Batu 2)","Sungai Petani","KDH"
"2989","08000","Jalan Kuda Kepang","Sungai Petani","KDH"
"2990","08000","Jalan Mawar Satu (Bakar Kapor)","Sungai Petani","KDH"
"2991","08000","Jalan Merbok","Sungai Petani","KDH"
"2992","08000","Jalan Merpati","Sungai Petani","KDH"
"2993","08000","Jalan Pegawai (1 - 2)","Sungai Petani","KDH"
"2994","08000","Jalan Pegawai","Sungai Petani","KDH"
"2995","08000","Jalan Pekaka","Sungai Petani","KDH"
"2996","08000","Jalan Penghulu Him","Sungai Petani","KDH"
"2997","08000","Jalan Pengkalan Lebai Man","Sungai Petani","KDH"
"2998","08000","Jalan Pengkalan","Sungai Petani","KDH"
"2999","08000","Jalan Pergam","Sungai Petani","KDH"
"3000","08000","Jalan Permatang Gedong","Sungai Petani","KDH"
"3001","08000","Jalan Petani","Sungai Petani","KDH"
"3002","08000","Jalan Putri","Sungai Petani","KDH"
"3003","08000","Jalan Sekerat","Sungai Petani","KDH"
"3004","08000","Jalan Sungai Layar","Sungai Petani","KDH"
"3005","08000","Jalan Taman Intan","Sungai Petani","KDH"
"3006","08000","Jalan Tiong","Sungai Petani","KDH"
"3007","08000","Jalan Undan","Sungai Petani","KDH"
"3008","08000","Kampung Abbas","Sungai Petani","KDH"
"3009","08000","Kampung Air Mendidih","Sungai Petani","KDH"
"3010","08000","Kampung Asam","Sungai Petani","KDH"
"3011","08000","Kampung Asi","Sungai Petani","KDH"
"3012","08000","Kampung Bahagia","Sungai Petani","KDH"
"3013","08000","Kampung Bakar Arang","Sungai Petani","KDH"
"3014","08000","Kampung Bakar Bata","Sungai Petani","KDH"
"3015","08000","Kampung Bakar Kapor","Sungai Petani","KDH"
"3016","08000","Kampung Bakar Sampah Lima","Sungai Petani","KDH"
"3017","08000","Kampung Bakar Sampah","Sungai Petani","KDH"
"3018","08000","Kampung Baru Permatang Berangan","Sungai Petani","KDH"
"3019","08000","Kampung Baru Pinang Tunggal","Sungai Petani","KDH"
"3020","08000","Kampung Baru Sungai Pasir Kecil (Jalan Kuala Ketil","Sungai Petani","KDH"
"3021","08000","Kampung Baru Sungai Pasir","Sungai Petani","KDH"
"3022","08000","Kampung Baru","Sungai Petani","KDH"
"3023","08000","Kampung Batu Dua","Sungai Petani","KDH"
"3024","08000","Kampung Belakang Kilang Papan","Sungai Petani","KDH"
"3025","08000","Kampung Belakang Sekolah Cina","Sungai Petani","KDH"
"3026","08000","Kampung Belakang Sekolah Menengah","Sungai Petani","KDH"
"3027","08000","Kampung Belakang Taman Sungai Lalang","Sungai Petani","KDH"
"3028","08000","Kampung Benggali","Sungai Petani","KDH"
"3029","08000","Kampung Blok Hospital","Sungai Petani","KDH"
"3030","08000","Kampung Bukit Belah","Sungai Petani","KDH"
"3031","08000","Kampung Bukit Pengkalan Lebai Man","Sungai Petani","KDH"
"3032","08000","Kampung Bukit Sera","Sungai Petani","KDH"
"3033","08000","Kampung Bukit Sungai Pasir","Sungai Petani","KDH"
"3034","08000","Kampung Ceruk Kelian","Sungai Petani","KDH"
"3035","08000","Kampung Ceruk Kelubi","Sungai Petani","KDH"
"3036","08000","Kampung Cik Bema","Sungai Petani","KDH"
"3037","08000","Kampung Dakwah","Sungai Petani","KDH"
"3038","08000","Kampung Depan Balai","Sungai Petani","KDH"
"3039","08000","Kampung Gelugur","Sungai Petani","KDH"
"3040","08000","Kampung Gok Arang","Sungai Petani","KDH"
"3041","08000","Kampung Gok","Sungai Petani","KDH"
"3042","08000","Kampung Haji Din","Sungai Petani","KDH"
"3043","08000","Kampung Haji Ibrahim","Sungai Petani","KDH"
"3044","08000","Kampung Haji Ismail","Sungai Petani","KDH"
"3045","08000","Kampung Haji Rashid","Sungai Petani","KDH"
"3046","08000","Kampung Haji Wahab","Sungai Petani","KDH"
"3047","08000","Kampung Huda","Sungai Petani","KDH"
"3048","08000","Kampung Jalan Kilang Papan","Sungai Petani","KDH"
"3049","08000","Kampung Jawa","Sungai Petani","KDH"
"3050","08000","Kampung Jerung","Sungai Petani","KDH"
"3051","08000","Kampung Jurung","Sungai Petani","KDH"
"3052","08000","Kampung Kari","Sungai Petani","KDH"
"3053","08000","Kampung Kebun Bunga","Sungai Petani","KDH"
"3054","08000","Kampung Keda","Sungai Petani","KDH"
"3055","08000","Kampung Kendudong","Sungai Petani","KDH"
"3056","08000","Kampung Kepala Bukit","Sungai Petani","KDH"
"3057","08000","Kampung Kerbau","Sungai Petani","KDH"
"3058","08000","Kampung Kilang Makau","Sungai Petani","KDH"
"3059","08000","Kampung Kongsi Enam","Sungai Petani","KDH"
"3060","08000","Kampung Kuala Sidim","Sungai Petani","KDH"
"3061","08000","Kampung Kuda / Kuil","Sungai Petani","KDH"
"3062","08000","Kampung Lubok Kawah","Sungai Petani","KDH"
"3063","08000","Kampung Lubok Kiab","Sungai Petani","KDH"
"3064","08000","Kampung Masjid Sungai Layar","Sungai Petani","KDH"
"3065","08000","Kampung Masjid Sungai Pasir","Sungai Petani","KDH"
"3066","08000","Kampung Matang Berangan","Sungai Petani","KDH"
"3067","08000","Kampung Matang Dedung","Sungai Petani","KDH"
"3068","08000","Kampung Matang Kedundong","Sungai Petani","KDH"
"3069","08000","Kampung Nakhoda","Sungai Petani","KDH"
"3070","08000","Kampung Pa In","Sungai Petani","KDH"
"3071","08000","Kampung Padang Regent","Sungai Petani","KDH"
"3072","08000","Kampung Padang Sungai Pasir","Sungai Petani","KDH"
"3073","08000","Kampung Padang Temusu","Sungai Petani","KDH"
"3074","08000","Kampung Padang","Sungai Petani","KDH"
"3075","08000","Kampung Pak Ibrahim (Kampung Raja)","Sungai Petani","KDH"
"3076","08000","Kampung Paya Dua","Sungai Petani","KDH"
"3077","08000","Kampung Paya Empat","Sungai Petani","KDH"
"3078","08000","Kampung Paya Mengkuang","Sungai Petani","KDH"
"3079","08000","Kampung Paya Nahu","Sungai Petani","KDH"
"3080","08000","Kampung Paya","Sungai Petani","KDH"
"3081","08000","Kampung Penggir","Sungai Petani","KDH"
"3082","08000","Kampung Penghulu Him","Sungai Petani","KDH"
"3083","08000","Kampung Pengkalan Lebai Man","Sungai Petani","KDH"
"3084","08000","Kampung Pengkalan","Sungai Petani","KDH"
"3085","08000","Kampung Permatang Berangan","Sungai Petani","KDH"
"3086","08000","Kampung Permatang Kedondong","Sungai Petani","KDH"
"3087","08000","Kampung Pinang Dalam","Sungai Petani","KDH"
"3088","08000","Kampung Pinang Luar","Sungai Petani","KDH"
"3089","08000","Kampung Pinggir","Sungai Petani","KDH"
"3090","08000","Kampung Pokok Limau","Sungai Petani","KDH"
"3091","08000","Kampung Pokok Machang","Sungai Petani","KDH"
"3092","08000","Kampung Pulau Hawai","Sungai Petani","KDH"
"3093","08000","Kampung Pulau Tengah","Sungai Petani","KDH"
"3094","08000","Kampung Pulau Tiga","Sungai Petani","KDH"
"3095","08000","Kampung Pulau Tok Daud","Sungai Petani","KDH"
"3096","08000","Kampung Raja Garden","Sungai Petani","KDH"
"3097","08000","Kampung Raja","Sungai Petani","KDH"
"3098","08000","Kampung Redang","Sungai Petani","KDH"
"3099","08000","Kampung Sebelas","Sungai Petani","KDH"
"3100","08000","Kampung Seberang Sungai","Sungai Petani","KDH"
"3101","08000","Kampung Seberang Tok Soh","Sungai Petani","KDH"
"3102","08000","Kampung Sharif Tukang","Sungai Petani","KDH"
"3103","08000","Kampung Sireh","Sungai Petani","KDH"
"3104","08000","Kampung Songkia","Sungai Petani","KDH"
"3105","08000","Kampung Songkiar","Sungai Petani","KDH"
"3106","08000","Kampung Sungai Gelugur","Sungai Petani","KDH"
"3107","08000","Kampung Sungai Getah","Sungai Petani","KDH"
"3108","08000","Kampung Sungai Jagong","Sungai Petani","KDH"
"3109","08000","Kampung Sungai Layar","Sungai Petani","KDH"
"3110","08000","Kampung Sungai Tukang","Sungai Petani","KDH"
"3111","08000","Kampung Sungai Ujung","Sungai Petani","KDH"
"3112","08000","Kampung Sungkup Para","Sungai Petani","KDH"
"3113","08000","Kampung Surkam","Sungai Petani","KDH"
"3114","08000","Kampung Taman Mandi Lembu","Sungai Petani","KDH"
"3115","08000","Kampung Tanah Seribu (Jalan Bukit Lembu)","Sungai Petani","KDH"
"3116","08000","Kampung Tanah Seribu","Sungai Petani","KDH"
"3117","08000","Kampung Tasek Apong","Sungai Petani","KDH"
"3118","08000","Kampung Telok Wan Besar","Sungai Petani","KDH"
"3119","08000","Kampung Telok Wang Kecil","Sungai Petani","KDH"
"3120","08000","Kampung Telok Wang","Sungai Petani","KDH"
"3121","08000","Kampung Telok","Sungai Petani","KDH"
"3122","08000","Kampung Tengah (Padang Tembusu)","Sungai Petani","KDH"
"3123","08000","Kampung Tengah (Sungai Pasir)","Sungai Petani","KDH"
"3124","08000","Kampung Tengah","Sungai Petani","KDH"
"3125","08000","Kampung Teroi","Sungai Petani","KDH"
"3126","08000","Kampung Titi Mandi Lembu","Sungai Petani","KDH"
"3127","08000","Kampung Tok Iman","Sungai Petani","KDH"
"3128","08000","Kampung Tok Khamis","Sungai Petani","KDH"
"3129","08000","Kampung Tok Munah","Sungai Petani","KDH"
"3130","08000","Kampung Tok Soh","Sungai Petani","KDH"
"3131","08000","Kampung Wat Siam","Sungai Petani","KDH"
"3132","08000","Kawasan Industri Cindai Jaya","Sungai Petani","KDH"
"3133","08000","Kawasan Industri Saga","Sungai Petani","KDH"
"3134","08000","Kawasan Perindustrian Bakar Arang","Sungai Petani","KDH"
"3135","08000","Kawasan Perindustrian Bukit Makmur","Sungai Petani","KDH"
"3136","08000","Kawasan Perindustrian Sungai Lalang","Sungai Petani","KDH"
"3137","08000","Kawasan Perindustrian Sungai Tukang","Sungai Petani","KDH"
"3138","08000","Kawasan Perindustrian Yuland","Sungai Petani","KDH"
"3139","08000","Ladang Aman Jaya","Sungai Petani","KDH"
"3140","08000","Ladang Bukit Lembu","Sungai Petani","KDH"
"3141","08000","Ladang Eupe","Sungai Petani","KDH"
"3142","08000","Ladang Ghee Huat","Sungai Petani","KDH"
"3143","08000","Ladang Golden","Sungai Petani","KDH"
"3144","08000","Ladang Helender","Sungai Petani","KDH"
"3145","08000","Ladang Permatang Buluh","Sungai Petani","KDH"
"3146","08000","Ladang Pinang Tunggal","Sungai Petani","KDH"
"3147","08000","Ladang Rusa","Sungai Petani","KDH"
"3148","08000","Ladang Selambau","Sungai Petani","KDH"
"3149","08000","Ladang Sin Yu","Sungai Petani","KDH"
"3150","08000","Ladang Sungai Getah","Sungai Petani","KDH"
"3151","08000","Ladang Sungai Tukang","Sungai Petani","KDH"
"3152","08000","Ladang Sungai","Sungai Petani","KDH"
"3153","08000","Ladang Sungkup Para","Sungai Petani","KDH"
"3154","08000","Ladang Up Rusa","Sungai Petani","KDH"
"3155","08000","Ladang Up Selambau","Sungai Petani","KDH"
"3156","08000","Ladang Up","Sungai Petani","KDH"
"3157","08000","Leboh Zamrud","Sungai Petani","KDH"
"3158","08000","Pekan Atap","Sungai Petani","KDH"
"3159","08000","Pekan Lama Sungai Petani","Sungai Petani","KDH"
"3160","08000","Pekan Sungai Lalang","Sungai Petani","KDH"
"3161","08000","Pengkalan Sungai Lalang","Sungai Petani","KDH"
"3162","08000","Persiaran Kenanga Aman Jaya","Sungai Petani","KDH"
"3163","08000","Pinang Tunggal","Sungai Petani","KDH"
"3164","08000","Putrijaya Hillpark","Sungai Petani","KDH"
"3165","08000","Rancangan Perumahan Awam 3","Sungai Petani","KDH"
"3166","08000","Rumah Kedai Peruda","Sungai Petani","KDH"
"3167","08000","Rumah Murah Sungai Lalang","Sungai Petani","KDH"
"3168","08000","Simpang Scaboro","Sungai Petani","KDH"
"3169","08000","Sungai Layar Hujung","Sungai Petani","KDH"
"3170","08000","Sungai Pasir Kechil","Sungai Petani","KDH"
"3171","08000","Sungai Pasir","Sungai Petani","KDH"
"3172","08000","Sungai Petani","Sungai Petani","KDH"
"3173","08000","Taman Akid","Sungai Petani","KDH"
"3174","08000","Taman Aman Jaya (Anggerik)","Sungai Petani","KDH"
"3175","08000","Taman Aman Jaya (Cempaka)","Sungai Petani","KDH"
"3176","08000","Taman Aman Jaya (Kenanga)","Sungai Petani","KDH"
"3177","08000","Taman Aman Jaya (Mawar)","Sungai Petani","KDH"
"3178","08000","Taman Aman Jaya (Melati)","Sungai Petani","KDH"
"3179","08000","Taman Aman Jaya (Seroja)","Sungai Petani","KDH"
"3180","08000","Taman Aman","Sungai Petani","KDH"
"3181","08000","Taman Angsana","Sungai Petani","KDH"
"3182","08000","Taman Baiduri (Maju)","Sungai Petani","KDH"
"3183","08000","Taman Baiduri Indah","Sungai Petani","KDH"
"3184","08000","Taman Baiduri","Sungai Petani","KDH"
"3185","08000","Taman Bakar Arang","Sungai Petani","KDH"
"3186","08000","Taman Bandar Baru","Sungai Petani","KDH"
"3187","08000","Taman Bandar Perdana Tasmin","Sungai Petani","KDH"
"3188","08000","Taman Bandar Perdana","Sungai Petani","KDH"
"3189","08000","Taman Bandar Utama","Sungai Petani","KDH"
"3190","08000","Taman Baru","Sungai Petani","KDH"
"3191","08000","Taman Batek","Sungai Petani","KDH"
"3192","08000","Taman Berangan Sri","Sungai Petani","KDH"
"3193","08000","Taman Berangan","Sungai Petani","KDH"
"3194","08000","Taman Beringin Indah","Sungai Petani","KDH"
"3195","08000","Taman Berjaya Baru","Sungai Petani","KDH"
"3196","08000","Taman Berjaya","Sungai Petani","KDH"
"3197","08000","Taman Berlian","Sungai Petani","KDH"
"3198","08000","Taman Bersatu","Sungai Petani","KDH"
"3199","08000","Taman Bertam","Sungai Petani","KDH"
"3200","08000","Taman Bistari Jaya","Sungai Petani","KDH"
"3201","08000","Taman Bukit Bayu Banglo","Sungai Petani","KDH"
"3202","08000","Taman Bukit Makmur","Sungai Petani","KDH"
"3203","08000","Taman Bunga Raya","Sungai Petani","KDH"
"3204","08000","Taman Cahaya Baiduri","Sungai Petani","KDH"
"3205","08000","Taman Cemara","Sungai Petani","KDH"
"3206","08000","Taman Cempaka","Sungai Petani","KDH"
"3207","08000","Taman Cendana","Sungai Petani","KDH"
"3208","08000","Taman Cengai Emas","Sungai Petani","KDH"
"3209","08000","Taman Cengal Jaya","Sungai Petani","KDH"
"3210","08000","Taman Dahalia Indah","Sungai Petani","KDH"
"3211","08000","Taman Dahlia","Sungai Petani","KDH"
"3212","08000","Taman Delima","Sungai Petani","KDH"
"3213","08000","Taman Desa Aman","Sungai Petani","KDH"
"3214","08000","Taman Desa Bistari","Sungai Petani","KDH"
"3215","08000","Taman Desa Budiman","Sungai Petani","KDH"
"3216","08000","Taman Desa Indah","Sungai Petani","KDH"
"3217","08000","Taman Desa Jaya","Sungai Petani","KDH"
"3218","08000","Taman Desa Menanti","Sungai Petani","KDH"
"3219","08000","Taman Desa Meranti Indah","Sungai Petani","KDH"
"3220","08000","Taman Desa Permai","Sungai Petani","KDH"
"3221","08000","Taman Emas Suria","Sungai Petani","KDH"
"3222","08000","Taman Gedong","Sungai Petani","KDH"
"3223","08000","Taman Gemilang","Sungai Petani","KDH"
"3224","08000","Taman Hillpark","Sungai Petani","KDH"
"3225","08000","Taman Indah","Sungai Petani","KDH"
"3226","08000","Taman Intan","Sungai Petani","KDH"
"3227","08000","Taman Kampung Raja","Sungai Petani","KDH"
"3228","08000","Taman Keladi Angsana","Sungai Petani","KDH"
"3229","08000","Taman Keladi","Sungai Petani","KDH"
"3230","08000","Taman Kelisa Ria","Sungai Petani","KDH"
"3231","08000","Taman Kelisa","Sungai Petani","KDH"
"3232","08000","Taman Kempas","Sungai Petani","KDH"
"3233","08000","Taman Kenari Biru","Sungai Petani","KDH"
"3234","08000","Taman Kenari Indah","Sungai Petani","KDH"
"3235","08000","Taman Kenari Jaya","Sungai Petani","KDH"
"3236","08000","Taman Kenari Merdu","Sungai Petani","KDH"
"3237","08000","Taman Kenari","Sungai Petani","KDH"
"3238","08000","Taman Keranji Indah","Sungai Petani","KDH"
"3239","08000","Taman Keranji","Sungai Petani","KDH"
"3240","08000","Taman Kristal","Sungai Petani","KDH"
"3241","08000","Taman Kuala Muda","Sungai Petani","KDH"
"3242","08000","Taman Legenda Height","Sungai Petani","KDH"
"3243","08000","Taman Lembah Permai","Sungai Petani","KDH"
"3244","08000","Taman Lincungan Barat","Sungai Petani","KDH"
"3245","08000","Taman Maju","Sungai Petani","KDH"
"3246","08000","Taman Mas Suria","Sungai Petani","KDH"
"3247","08000","Taman Mawar","Sungai Petani","KDH"
"3248","08000","Taman Melati Indah","Sungai Petani","KDH"
"3249","08000","Taman Melati Jaya","Sungai Petani","KDH"
"3250","08000","Taman Melati Layar","Sungai Petani","KDH"
"3251","08000","Taman Melati","Sungai Petani","KDH"
"3252","08000","Taman Melor Indah","Sungai Petani","KDH"
"3253","08000","Taman Melor","Sungai Petani","KDH"
"3254","08000","Taman Merpati","Sungai Petani","KDH"
"3255","08000","Taman Mewah Indah","Sungai Petani","KDH"
"3256","08000","Taman Mewah Jaya","Sungai Petani","KDH"
"3257","08000","Taman Mewah","Sungai Petani","KDH"
"3258","08000","Taman Muazam Shah","Sungai Petani","KDH"
"3259","08000","Taman Muhibbah","Sungai Petani","KDH"
"3260","08000","Taman Mulia","Sungai Petani","KDH"
"3261","08000","Taman Mutiara Indah","Sungai Petani","KDH"
"3262","08000","Taman Mutiara Jaya","Sungai Petani","KDH"
"3263","08000","Taman Mutiara","Sungai Petani","KDH"
"3264","08000","Taman Nilam Sari","Sungai Petani","KDH"
"3265","08000","Taman Nilam","Sungai Petani","KDH"
"3266","08000","Taman Nuri Jaya","Sungai Petani","KDH"
"3267","08000","Taman Nuri","Sungai Petani","KDH"
"3268","08000","Taman Orkid","Sungai Petani","KDH"
"3269","08000","Taman PKNK Bakar Arang","Sungai Petani","KDH"
"3270","08000","Taman PKNK Cahaya","Sungai Petani","KDH"
"3271","08000","Taman Padi Mas Jaya","Sungai Petani","KDH"
"3272","08000","Taman Padi Mas","Sungai Petani","KDH"
"3273","08000","Taman Pahlawan","Sungai Petani","KDH"
"3274","08000","Taman Palma","Sungai Petani","KDH"
"3275","08000","Taman Pasir Mas Indah","Sungai Petani","KDH"
"3276","08000","Taman Pasir Mas Jaya","Sungai Petani","KDH"
"3277","08000","Taman Pasir Mas","Sungai Petani","KDH"
"3278","08000","Taman Pekan Baru","Sungai Petani","KDH"
"3279","08000","Taman Penaga","Sungai Petani","KDH"
"3280","08000","Taman Perdana Teja","Sungai Petani","KDH"
"3281","08000","Taman Permai Beseri Jaya","Sungai Petani","KDH"
"3282","08000","Taman Permai Bistari","Sungai Petani","KDH"
"3283","08000","Taman Permai","Sungai Petani","KDH"
"3284","08000","Taman Permata Hillpark","Sungai Petani","KDH"
